,OBJECTID_1,OBJECTID,S_CODE,S_NAME,D_CODE,D_NAME,AC_NAME,PC_NO,PC_NAME,AC_NO,Shape_Length,Shape_Area,OBJECTID_2,S_CODE_2,S_NAME_2,D_CODE_2,D_NAME_2,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,Shape_Length_2,Shape_Area_2,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due
46624,136,139,21,ODISHA,396,RAYAGADA,RAYAGADA(ST),21,KORAPUT (ST),140,4.40452057218038,0.193276598834275,46431.0,21.0,ODISHA,396.0,RAYAGADA,3180.0,DORAGUDA P.S,3552.0,KASIPUR,RURAL,RAYAGADA(ST),KORAPUT (ST),121176.0,DONGASIL,426158.0,KODITIKHALA,VILLAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372311141532307,7.51879599242356e-05,Koditikhala - (426158),426158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47645,138,141,21,ODISHA,397,NABARANGAPUR,JHARIGAM (ST),12,NABRANGPUR (ST),74,2.7085524839096,0.139581994508208,46510.0,21.0,ODISHA,397.0,NABARANGAPUR,3189.0,UMARKOTE P.S,3522.0,UMERKOTE,RURAL,JHARIGAM (ST),NABARANGPUR (ST),120574.0,BENORA,427388.0,JANIGUDA,VILLAGE,45.0,212.0,102.0,110.0,86.0,54.0,32.0,126.0,48.0,78.0,0.0507043290775288,0.0001227336963756,,,,,,,,,,,
47708,138,141,21,ODISHA,397,NABARANGAPUR,JHARIGAM (ST),12,NABRANGPUR (ST),74,2.7085524839096,0.139581994508208,47321.0,21.0,ODISHA,397.0,NABARANGAPUR,3190.0,CHANDAHANDI P.S,3513.0,CHANDAHANDI,UI,JHARIGAM (ST),NABARANGPUR (ST),120426.0,KOILIMUNDA,427434.0,MALPODA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312425409173937,3.86579796727926e-05,,,,,,,,,,,
47795,138,141,21,ODISHA,397,NABARANGAPUR,JHARIGAM (ST),12,NABRANGPUR (ST),74,2.7085524839096,0.139581994508208,47319.0,21.0,ODISHA,397.0,NABARANGAPUR,3190.0,CHANDAHANDI P.S,3513.0,CHANDAHANDI,UI,JHARIGAM (ST),NABARANGPUR (ST),120422.0,DALABEDA,427431.0,GHUNGUTIPARA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325419733493654,6.42474993157122e-05,,,,,,,,,,,
47808,138,141,21,ODISHA,397,NABARANGAPUR,JHARIGAM (ST),12,NABRANGPUR (ST),74,2.7085524839096,0.139581994508208,46703.0,21.0,ODISHA,397.0,NABARANGAPUR,3190.0,CHANDAHANDI P.S,3513.0,CHANDAHANDI,RURAL,JHARIGAM (ST),NABARANGPUR (ST),120430.0,PATAKHALIA,427465.0,DHURUAPARA,VILLAGE,28.0,86.0,38.0,48.0,37.0,25.0,12.0,49.0,13.0,36.0,0.040450981639459,9.4471545094832e-05,,,,,,,,,,,
49221,143,146,21,ODISHA,398,KORAPUT,KOTPAD (ST),12,NABRANGPUR (ST),142,3.79692140380696,0.16058226317973,49313.0,21.0,ODISHA,398.0,KORAPUT,3211.0,BOIPARIGUDA P.S,3467.0,BOIPARIGUDA,RURAL,KOTPAD (ST),NABARANGPUR (ST),119727.0,MAJHIGUDA,429497.0,ATALOGUDA,VILLAGE,26.0,109.0,56.0,53.0,12.0,9.0,3.0,97.0,47.0,50.0,0.0552813864259416,0.0001473444977928,,,,,,,,,,,
50266,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49418.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430584.0,DANDRABEDA,VILLAGE,103.0,520.0,227.0,293.0,135.0,83.0,52.0,385.0,144.0,241.0,0.190107896731871,0.0012468247469203,,,,,,,,,,,
50351,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49709.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120011.0,CHEDENGA,430429.0,JAMUGUDA,VILLAGE,19.0,86.0,46.0,40.0,23.0,13.0,10.0,63.0,33.0,30.0,0.0405678957716253,9.73070970851459e-05,,,,,,,,,,,
50359,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49858.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,UI,CHITRAKONDA (ST),NABARANGPUR (ST),120019.0,MATHILI,430437.0,BANDHAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489900375932947,9.29586947263554e-05,,,,,,,,,,,
50376,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49960.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120012.0,DALAPATIGUDA,430401.0,KENDUGUDA,VILLAGE,103.0,399.0,191.0,208.0,178.0,130.0,48.0,221.0,61.0,160.0,0.0728286965429518,0.0002015237412693,,,,,,,,,,,
50382,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50078.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120012.0,DHUNGIAPUT,430370.0,DURUKAJODI,VILLAGE,139.0,668.0,317.0,351.0,333.0,187.0,146.0,335.0,130.0,205.0,0.0634922188928014,0.0002355010276569,,,,,,,,,,,
50390,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50164.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120010.0,CHAULAMENDI,430447.0,ANLAJODI,VILLAGE,16.0,55.0,28.0,27.0,18.0,13.0,5.0,37.0,15.0,22.0,0.0368957157594411,7.09540380408317e-05,,,,,,,,,,,
50396,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49803.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120017.0,KIANGO,430367.0,SINDHIGUDA,VILLAGE,87.0,382.0,189.0,193.0,137.0,80.0,57.0,245.0,109.0,136.0,0.076243319866353,0.0002525695381812,,,,,,,,,,,
50433,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49368.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120025.0,TEMURUPALLI,430354.0,KATAPADAR,VILLAGE,77.0,334.0,159.0,175.0,13.0,8.0,5.0,321.0,151.0,170.0,0.0546445434828364,0.0001937527282856,,,,,,,,,,,
50457,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50024.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120016.0,KATAPALLI,430141.0,GOLITANGIRI,VILLAGE,52.0,232.0,116.0,116.0,33.0,19.0,14.0,199.0,97.0,102.0,0.177900217996248,0.0008423657495951,,,,,,,,,,,
50465,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49972.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120025.0,TEMURUPALLI,430417.0,PEDAGUDA,VILLAGE,74.0,317.0,161.0,156.0,30.0,18.0,12.0,287.0,143.0,144.0,0.0734738550810066,0.000109436862888,,,,,,,,,,,
50467,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50216.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430394.0,NUAGUDA-II,VILLAGE,13.0,45.0,21.0,24.0,16.0,13.0,3.0,29.0,8.0,21.0,0.0294647731373118,3.4787174105348e-05,,,,,,,,,,,
50468,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50225.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430381.0,BAGHAANGAR,VILLAGE,18.0,79.0,46.0,33.0,0.0,0.0,0.0,79.0,46.0,33.0,0.0247479059043089,2.13120769488596e-05,,,,,,,,,,,
50472,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50408.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430392.0,BADAGHAT,VILLAGE,10.0,46.0,22.0,24.0,4.0,4.0,0.0,42.0,18.0,24.0,0.0253077366361474,3.2367899810547e-05,,,,,,,,,,,
50474,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50350.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430390.0,KOPRAKUT,VILLAGE,19.0,81.0,40.0,41.0,5.0,4.0,1.0,76.0,36.0,40.0,0.0353455731638772,5.06970302881375e-05,,,,,,,,,,,
50479,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50223.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430389.0,ADARLADI,VILLAGE,25.0,90.0,44.0,46.0,10.0,7.0,3.0,80.0,37.0,43.0,0.0275729311957527,3.06866224962059e-05,,,,,,,,,,,
50480,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50405.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430514.0,DANGARAPALLI,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389210190225823,6.03566036666121e-05,,,,,,,,,,,
50481,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50407.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430380.0,NUAGUDA-I,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236587718044797,2.92310859222454e-05,,,,,,,,,,,
50482,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50107.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430549.0,RAULGUDA,VILLAGE,30.0,106.0,54.0,52.0,16.0,6.0,10.0,90.0,48.0,42.0,0.237929735029318,0.0029594378383149,,,,,,,,,,,
50501,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50406.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430477.0,GOJIAGODA,VILLAGE,83.0,316.0,145.0,171.0,140.0,81.0,59.0,176.0,64.0,112.0,0.0314589628588514,5.12423831089264e-05,,,,,,,,,,,
50503,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49912.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119954.0,KHAIRAPUT,430535.0,BASUDEBAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623439913681079,0.0001930788324757,,,,,,,,,,,
50504,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49855.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119954.0,KHAIRAPUT,430534.0,DORAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322520870930907,6.86180767484337e-05,,,,,,,,,,,
50517,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50170.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430579.0,ANGURAGUDA,VILLAGE,18.0,81.0,40.0,41.0,18.0,8.0,10.0,63.0,32.0,31.0,0.102497490921607,0.0006570006524353,,,,,,,,,,,
50520,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49525.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430533.0,DORAPADAR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429422094604764,0.0001027527920386,,,,,,,,,,,
50522,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49666.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430511.0,PRASANTAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301609183375455,6.15845045377561e-05,,,,,,,,,,,
50524,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49766.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119953.0,KADAMGUDA,430513.0,DABUGUDA (B),VILLAGE,22.0,84.0,39.0,45.0,18.0,17.0,1.0,66.0,22.0,44.0,0.101095455343507,0.0004271938023907,,,,,,,,,,,
50525,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49465.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430807.0,PALASAPADER,VILLAGE,14.0,59.0,29.0,30.0,19.0,14.0,5.0,40.0,15.0,25.0,0.0696667582754593,0.0001992163949819,,,,,,,,,,,
50569,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50088.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430252.0,SIMILIGUDA,VILLAGE,37.0,176.0,93.0,83.0,27.0,17.0,10.0,149.0,76.0,73.0,0.0518065622311058,9.04142066413557e-05,,,,,,,,,,,
50570,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50037.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3484.0,MALKANGIRI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119995.0,GANGALA,430874.0,DHAUDAGUDA,VILLAGE,50.0,231.0,104.0,127.0,25.0,15.0,10.0,206.0,89.0,117.0,0.068843484339956,0.0002877295328457,,,,,,,,,,,
50572,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50266.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430872.0,DEGRA R.F.,VILLAGE,12.0,51.0,27.0,24.0,10.0,6.0,4.0,41.0,21.0,20.0,0.033174590183931,7.13603348210866e-05,,,,,,,,,,,
50582,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50220.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430385.0,RUKNIATAL,VILLAGE,30.0,123.0,68.0,55.0,0.0,0.0,0.0,123.0,68.0,55.0,0.0231103898291499,3.76024791342015e-05,,,,,,,,,,,
50584,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50219.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430384.0,DISARIGUDA,VILLAGE,26.0,105.0,39.0,66.0,46.0,21.0,25.0,59.0,18.0,41.0,0.0248108793362695,2.5239134332818e-05,,,,,,,,,,,
50585,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50218.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430383.0,TANGIRIGADON,VILLAGE,35.0,135.0,66.0,69.0,55.0,33.0,22.0,80.0,33.0,47.0,0.0254947246650888,3.12506879558415e-05,,,,,,,,,,,
50586,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50217.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430393.0,SAMAKUNDA-II,VILLAGE,11.0,51.0,21.0,30.0,10.0,5.0,5.0,41.0,16.0,25.0,0.0349181689792694,6.85982516383815e-05,,,,,,,,,,,
50618,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49906.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430765.0,DABUGUDA,VILLAGE,33.0,152.0,87.0,65.0,57.0,39.0,18.0,95.0,48.0,47.0,0.0837671959951208,0.0002196339974196,,,,,,,,,,,
50621,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49701.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430565.0,SURENDRAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121350711200048,0.0006832403527041,,,,,,,,,,,
50623,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49437.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430558.0,DASARATHAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830659913582007,0.0003147496325704,,,,,,,,,,,
50627,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50105.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430771.0,BHAJAGUDA,VILLAGE,6.0,21.0,10.0,11.0,7.0,3.0,4.0,14.0,7.0,7.0,0.0295596021456759,3.73966412736766e-05,,,,,,,,,,,
50628,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49837.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430770.0,SANYASIGUDA,VILLAGE,40.0,155.0,73.0,82.0,77.0,40.0,37.0,78.0,33.0,45.0,0.0706750650551869,7.11946271964749e-05,,,,,,,,,,,
50632,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50157.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430772.0,SADARAM,VILLAGE,17.0,70.0,37.0,33.0,34.0,19.0,15.0,36.0,18.0,18.0,0.0597945438470125,0.000126796947791,,,,,,,,,,,
50636,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49938.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430763.0,JANTRI,VILLAGE,107.0,452.0,213.0,239.0,154.0,102.0,52.0,298.0,111.0,187.0,0.122807952047994,0.0002075173286636,,,,,,,,,,,
50638,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49961.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430554.0,SITAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692104673404307,0.0002572870358363,,,,,,,,,,,
50645,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49408.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119989.0,PANASPUT,430788.0,KUSUMAPUT,VILLAGE,19.0,74.0,35.0,39.0,27.0,15.0,12.0,47.0,20.0,27.0,0.0327666918406909,6.01428194887506e-05,,,,,,,,,,,
50646,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49794.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430768.0,NANAMANJARI,VILLAGE,36.0,167.0,77.0,90.0,4.0,2.0,2.0,163.0,75.0,88.0,0.067603157621333,0.0002630409962282,,,,,,,,,,,
50647,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,49832.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430767.0,TABER,VILLAGE,55.0,240.0,125.0,115.0,33.0,19.0,14.0,207.0,106.0,101.0,0.0501020540900596,0.0001426286391287,,,,,,,,,,,
50649,146,149,21,ODISHA,399,MALKANGIRI,CHITRAKONDA (ST),12,NABRANGPUR (ST),147,4.13384719920388,0.239313837864543,50092.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430766.0,ARALIPADA,VILLAGE,21.0,75.0,45.0,30.0,4.0,4.0,0.0,71.0,41.0,30.0,0.0432790866224541,9.19936075133724e-05,,,,,,,,,,,
