,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
50724,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50131.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430698.0,ANIBIRIDA,VILLAGE,24.0,124.0,65.0,59.0,30.0,22.0,8.0,0.0,0.0,0.0,124.0,65.0,59.0,1.0,1.0,0.0,123.0,64.0,59.0,101.0,49.0,52.0,59.0,29.0,30.0,48.0,27.0,21.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,22.0,0.0,0.0,0.0,42.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,22.0,0.0,0.0,0.0,42.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,7.0,0.0368499796334501,9.11913955760744e-05,,,,,,,,,,,,,,,,,,,,1068260.942
50730,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50141.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430764.0,DHAKADPADAR,VILLAGE,61.0,266.0,136.0,130.0,42.0,22.0,20.0,2.0,1.0,1.0,264.0,135.0,129.0,54.0,30.0,24.0,212.0,106.0,106.0,140.0,68.0,72.0,60.0,56.0,4.0,60.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12.0,68.0,80.0,12.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12.0,68.0,80.0,12.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,68.0,58.0,0.0860456755095976,0.0002328435847053,,,,,,,,,,,,,,,,,,,,2723213.696
50742,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50157.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430772.0,SADARAM,VILLAGE,17.0,70.0,37.0,33.0,11.0,7.0,4.0,0.0,0.0,0.0,70.0,37.0,33.0,34.0,19.0,15.0,36.0,18.0,18.0,44.0,23.0,21.0,16.0,14.0,2.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,19.0,18.0,5.0,13.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,18.0,17.0,5.0,12.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,12.0,0.0597945438470125,0.000126796947791,,,,,,,,,,,,,,,,,,,,1483342.694
50743,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50158.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430833.0,HANJARIAGUDA,VILLAGE,27.0,116.0,56.0,60.0,30.0,14.0,16.0,0.0,0.0,0.0,116.0,56.0,60.0,22.0,18.0,4.0,94.0,38.0,56.0,68.0,36.0,32.0,27.0,26.0,1.0,27.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,31.0,38.0,9.0,29.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,31.0,38.0,9.0,29.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.0,28.0,0.0378591575765842,8.93277664721163e-05,,,,,,,,,,,,,,,,,,,,1045928.218
50749,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50164.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120010.0,CHAULAMENDI,430447.0,ANLAJODI,VILLAGE,16.0,55.0,28.0,27.0,10.0,5.0,5.0,0.0,0.0,0.0,55.0,28.0,27.0,18.0,13.0,5.0,37.0,15.0,22.0,24.0,20.0,4.0,15.0,15.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,9.0,5.0,4.0,1.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,5.0,4.0,1.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,23.0,0.0368957157594411,7.09540380408317e-05,,,,,,,,,,,,,,,,,,,,829183.589
50755,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50170.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430579.0,ANGURAGUDA,VILLAGE,18.0,81.0,40.0,41.0,18.0,12.0,6.0,0.0,0.0,0.0,81.0,40.0,41.0,18.0,8.0,10.0,63.0,32.0,31.0,42.0,21.0,21.0,22.0,20.0,2.0,22.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,19.0,0.0,0.0,0.0,20.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,20.0,0.102497490921607,0.0006570006524353,,,,,,,,,,,,,,,,,,,,7684751.024
50765,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50180.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430743.0,DABUGUDA,VILLAGE,9.0,50.0,25.0,25.0,12.0,5.0,7.0,0.0,0.0,0.0,50.0,25.0,25.0,37.0,19.0,18.0,13.0,6.0,7.0,19.0,10.0,9.0,10.0,9.0,1.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,8.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,16.0,0.0194676489543571,2.14438025011211e-05,,,,,,,,,,,,,,,,,,,,251221.221
50766,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50181.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430746.0,DANDALAGUNDHI,VILLAGE,53.0,257.0,118.0,139.0,59.0,25.0,34.0,0.0,0.0,0.0,248.0,113.0,135.0,54.0,37.0,17.0,203.0,81.0,122.0,140.0,70.0,70.0,60.0,56.0,4.0,50.0,47.0,3.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,14.0,66.0,6.0,4.0,2.0,74.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,14.0,66.0,6.0,4.0,2.0,74.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,48.0,69.0,0.0352909681144286,5.87941306633593e-05,,,,,,,,,,,,,,,,,,,,688805.845
50774,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50216.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430394.0,NUAGUDA-II,VILLAGE,13.0,45.0,21.0,24.0,10.0,2.0,8.0,18.0,9.0,9.0,27.0,12.0,15.0,16.0,13.0,3.0,29.0,8.0,21.0,26.0,13.0,13.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,9.0,6.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,11.0,0.0294647731373118,3.4787174105348e-05,,,,,,,,,,,,,,,,,,,,406469.809
50775,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50217.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430393.0,SAMAKUNDA-II,VILLAGE,11.0,51.0,21.0,30.0,13.0,7.0,6.0,0.0,0.0,0.0,51.0,21.0,30.0,10.0,5.0,5.0,41.0,16.0,25.0,26.0,10.0,16.0,22.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,13.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,25.0,11.0,14.0,0.0349181689792694,6.85982516383815e-05,,,,,,,,,,,,,,,,,,,,801521.247
50776,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50218.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430383.0,TANGIRIGADON,VILLAGE,35.0,135.0,66.0,69.0,18.0,11.0,7.0,1.0,1.0,0.0,134.0,65.0,69.0,55.0,33.0,22.0,80.0,33.0,47.0,89.0,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,42.0,47.0,77.0,37.0,40.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,42.0,47.0,77.0,37.0,40.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,22.0,0.0254947246650888,3.12506879558415e-05,,,,,,,,,,,,,,,,,,,,365153.669
50777,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50219.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119955.0,MADKAPADAR,430384.0,DISARIGUDA,VILLAGE,26.0,105.0,39.0,66.0,13.0,4.0,9.0,0.0,0.0,0.0,100.0,37.0,63.0,46.0,21.0,25.0,59.0,18.0,41.0,57.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,26.0,31.0,49.0,22.0,27.0,7.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,26.0,31.0,49.0,22.0,27.0,7.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,13.0,35.0,0.0248108793362695,2.5239134332818e-05,,,,,,,,,,,,,,,,,,,,294916.368
50778,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50220.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430385.0,RUKNIATAL,VILLAGE,30.0,123.0,68.0,55.0,30.0,16.0,14.0,1.0,0.0,1.0,122.0,68.0,54.0,0.0,0.0,0.0,123.0,68.0,55.0,69.0,34.0,35.0,37.0,30.0,7.0,37.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,28.0,0.0,0.0,0.0,32.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,28.0,0.0,0.0,0.0,32.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,34.0,20.0,0.0231103898291499,3.76024791342015e-05,,,,,,,,,,,,,,,,,,,,439389.309
50781,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50223.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430389.0,ADARLADI,VILLAGE,25.0,90.0,44.0,46.0,18.0,6.0,12.0,0.0,0.0,0.0,90.0,44.0,46.0,10.0,7.0,3.0,80.0,37.0,43.0,48.0,26.0,22.0,32.0,22.0,10.0,21.0,21.0,0.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,1.0,1.0,0.0,15.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,1.0,1.0,0.0,15.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,18.0,24.0,0.0275729311957527,3.06866224962059e-05,,,,,,,,,,,,,,,,,,,,358567.402
50783,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50225.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430381.0,BAGHAANGAR,VILLAGE,18.0,79.0,46.0,33.0,13.0,9.0,4.0,0.0,0.0,0.0,79.0,46.0,33.0,0.0,0.0,0.0,79.0,46.0,33.0,53.0,25.0,28.0,17.0,16.0,1.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,27.0,0.0,0.0,0.0,36.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,26.0,0.0,0.0,0.0,34.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,5.0,0.0247479059043089,2.13120769488596e-05,,,,,,,,,,,,,,,,,,,,249018.912
50793,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50258.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119993.0,TARLAKOTTA,430933.0,ORKEL,VILLAGE,73.0,335.0,164.0,171.0,84.0,36.0,48.0,117.0,53.0,64.0,89.0,43.0,46.0,94.0,69.0,25.0,241.0,95.0,146.0,119.0,83.0,36.0,42.0,39.0,3.0,21.0,20.0,1.0,20.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,44.0,33.0,2.0,1.0,1.0,75.0,43.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,41.0,31.0,2.0,1.0,1.0,70.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,81.0,135.0,0.0424359592476802,7.42993894641632e-05,,,,,,,,,,,,,,,,,,,,869776.667
50801,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50266.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430872.0,DEGRA R.F.,VILLAGE,12.0,51.0,27.0,24.0,13.0,7.0,6.0,5.0,2.0,3.0,31.0,17.0,14.0,10.0,6.0,4.0,41.0,21.0,20.0,18.0,14.0,4.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,13.0,20.0,0.033174590183931,7.13603348210866e-05,,,,,,,,,,,,,,,,,,,,834830.874
50803,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50279.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119971.0,MARIWADA,430326.0,GODIGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099718150223773,0.000501340464863,,,,,,,,,,,,,,,,,,,,5869527.434
50826,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50350.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119952.0,GOVINDAPALLI,430390.0,KOPRAKUT,VILLAGE,19.0,81.0,40.0,41.0,19.0,9.0,10.0,26.0,12.0,14.0,55.0,28.0,27.0,5.0,4.0,1.0,76.0,36.0,40.0,45.0,25.0,20.0,23.0,22.0,1.0,20.0,20.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,19.0,0.0,0.0,0.0,22.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,18.0,0.0,0.0,0.0,21.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,21.0,0.0353455731638772,5.06970302881375e-05,,,,,,,,,,,,,,,,,,,,592424.877
50833,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50362.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119959.0,BADILI,430333.0,BANDHAGUDA,VILLAGE,15.0,69.0,31.0,38.0,11.0,8.0,3.0,0.0,0.0,0.0,69.0,31.0,38.0,9.0,4.0,5.0,60.0,27.0,33.0,38.0,18.0,20.0,19.0,16.0,3.0,18.0,16.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,17.0,4.0,0.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,2.0,17.0,4.0,0.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,18.0,0.0686851236798571,0.0002559857422274,,,,,,,,,,,,,,,,,,,,2997397.549
50851,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50382.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430704.0,TAMERPALLI,VILLAGE,14.0,60.0,25.0,35.0,8.0,3.0,5.0,0.0,0.0,0.0,60.0,25.0,35.0,1.0,1.0,0.0,59.0,24.0,35.0,49.0,21.0,28.0,34.0,15.0,19.0,34.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,9.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,0.0333416028795001,5.87550725220943e-05,,,,,,,,,,,,,,,,,,,,688303.897
